,node_id,value,type
92255,92255,www.visitmybiz.com,benign
92296,92296,credenciamento.felipelorenzo.com.br,benign
92367,92367,ikeon.com.au,benign
92391,92391,coze.com.br,benign
92439,92439,ns1.amti.com.br,benign
92451,92451,ns1.aisthesis.com.br,benign
92487,92487,www.dicasnutricao.com.br,benign
92543,92543,www.5dollartrafficschooleasy.com,benign
92594,92594,www.limepay.com.au,malicious
92596,92596,luxsso.com.au,benign
92608,92608,lidl.8select.io,benign
92619,92619,cupmovie.com.au,benign
92743,92743,siveraserru.cf,malicious
92844,92844,motorito.cf,malicious
92902,92902,denimandcloth.com.au,benign
92950,92950,static.inews.co.id,malicious
93002,93002,joslemmensdakwerken.be,malicious
93039,93039,huisalfons.be,benign
93044,93044,gytmedia.com,malicious
93101,93101,centrocomercialcapriexpress.com,malicious
93145,93145,espacomultinucleo.com.br,benign
93156,93156,drogariamaximed.com.br,benign
93202,93202,gadonabahia.com.br,benign
93229,93229,inceptionmedia.ae,benign
93248,93248,www.meatbrasil.com.br,benign
93290,93290,eybise.com,malicious
93315,93315,cpcontacts.bluraytorrent.com.br,benign
93404,93404,webmail.gmdotel.com,malicious
93476,93476,autodiscover.workhomeart.com.br,benign
93497,93497,pruebas.dip.equipomegared.com.ar,benign
93551,93551,amosushireal.com.br,benign
93562,93562,crossroadscreditunion.ca,benign
93568,93568,fortelocadora.com.br,benign
93570,93570,mail.portalananindeua.com.br,benign
93632,93632,santos.com.au,benign
93656,93656,mail.formadent.ca,malicious
93660,93660,9qpat.ac.al,benign
93665,93665,www.fruitiere.com,benign
93676,93676,pp-manager.com,malicious
93708,93708,hy.am,benign
93718,93718,mahidoconsultants.ac.al,benign
93753,93753,de5.quickconnect.to,benign
93792,93792,london.extijackhi.cf,benign
93814,93814,justmoveforward.com,malicious
93830,93830,loteriademisiones.com.ar,benign
93867,93867,autodiscover.sizzler.com.au,benign
93902,93902,freehotwaterupgrade.com.au,benign
93960,93960,nepalautoshow.com,malicious
94017,94017,cpcontacts.themanfromsnowyriverlegend.com.au,benign
94033,94033,www.qvb.com.au,benign
94129,94129,pilatespro.com.br,benign
94175,94175,cpanel.falconcorporate.ae,benign
94188,94188,webmail.abilityphysionw.com.au,benign
94209,94209,s32659.pcdn.co,benign
94304,94304,dropspizzaria.com.br,benign
94316,94316,mademape.com.br,benign
94323,94323,pjairconditioning.com.au,benign
94328,94328,mobility.com.ng,benign
94349,94349,harmonyhabitat.com.au,benign
94352,94352,ftp.primodesign.com.au,benign
94398,94398,gausslabs.ai,malicious
94439,94439,ns1.lmania.com.br,benign
94512,94512,master-7rqtwti-livmtjzdwfmwm.piximizer.px.at,benign
94527,94527,ns2.neuroconecta.com.br,benign
94567,94567,tgrelationship.ca,malicious
94646,94646,palchemist.ai,malicious
94652,94652,crowdin.evana.dc.jbjd.be,benign
94658,94658,www.axelronse.be,malicious
94684,94684,nuevocentro.com.ar,benign
94736,94736,ape21.com.br,benign
94777,94777,cdn.folhape.com.br,benign
94791,94791,bernard.lefort.pagespersoorange.fr,benign
94801,94801,swiftcoders.am,malicious
94830,94830,www.femerj.org.br,benign
94841,94841,limepay.com.au,benign
94897,94897,www.sg9.quickconnect.to,benign
94968,94968,www.saraosorio.dd.com.co,malicious
95055,95055,9points.com.au,benign
95186,95186,arcenciel.rennes.pagespersoorange.fr,benign
95230,95230,www.simplify.ba,benign
95261,95261,webmail.thegreenfridge.ae,malicious
95265,95265,acefireplaces.ca,malicious
95280,95280,5egams.cn,benign
95288,95288,johnstevensonmusic.com,benign
95296,95296,landsdaleplants.com.au,benign
95351,95351,cryptosmartrade.com,malicious
95362,95362,sdevideon.pw,benign
95372,95372,www.ulianacorretoradeseguros.com.br,benign
95380,95380,iniciacion.equipomegared.com.ar,benign
95413,95413,aceprint.com.br,benign
95530,95530,among-us.io,malicious
95551,95551,nguageing.xyz,malicious
95569,95569,crypti.cc,benign
95591,95591,api.beta.20min.ch,benign
95596,95596,ama.be,benign
95639,95639,btmg.ca,benign
95702,95702,sussan.com.au,benign
95737,95737,geo3.weatherzone.com.au,benign
95789,95789,duo.med.br,benign
95791,95791,imagestore.ffm.to,benign
95821,95821,www.streamhd.ws,benign
95860,95860,professionalsedgehill.com.au,benign
95900,95900,telefonesnet.com.br,benign
95912,95912,abcillegale.com.br,malicious
95935,95935,webmail.equipomegared.com.ar,malicious
95942,95942,kakashich.ru,malicious
95959,95959,mnm50.be,benign
95967,95967,www.avtokost.by,benign
96055,96055,admin.globar.co,benign
96057,96057,lelephant.com.ar,benign
96063,96063,autodiscover.corel.com.vn,benign
96142,96142,mail.empreendedorindividual.net.br,benign
96186,96186,fitnessviral.net,malicious
96196,96196,autodiscover.lilicaatelie.com.br,benign
96225,96225,tvphqbooks.cf,malicious
96251,96251,dyhair.cn,malicious
96258,96258,aslantechnology.com.au,benign
96299,96299,bariatricaonline.com.ar,benign
96304,96304,olympicstokyo21.com,malicious
96317,96317,api.fcaab.com.au,benign
96319,96319,sydneytobrisbaneremovalists.com.au,malicious
96324,96324,payeesecure-help.com,malicious
96389,96389,mail.memoove.com.br,benign
96411,96411,www.vw.net.au,benign
96446,96446,tokyo2021olympics.info,malicious
96462,96462,getfreemobilelegends.com,malicious
96466,96466,xfqgyet.cf,malicious
96485,96485,belacris.com.br,benign
96508,96508,www.hdwallpapers.me,benign
96522,96522,www.movimentodespertar.com.br,benign
96531,96531,assets.yamap.com,benign
96544,96544,newtonian.com.au,benign
96591,96591,webdisk.cuit.com.ar,benign
96599,96599,psicoadrianaanholeto.com.br,benign
96606,96606,geotop.bo,malicious
96651,96651,foodgrow.bid,malicious
96675,96675,vetro-design.com.au,benign
96693,96693,app.dev.wattinen.fi,benign
96794,96794,mail.5egams.cn,malicious
96803,96803,a2cheese.com.au,benign
96877,96877,abatherapyintoronto.ca,malicious
96888,96888,conteudo.estudiofacil.com.br,benign
96946,96946,www.omelhordeportoalegre.com.br,benign
97005,97005,mvpexchange.devprojeto.com.br,benign
97063,97063,mathewoakes.id.au,benign
97204,97204,xn--49s538b9wj.raceglovesflash.xyz,malicious
97324,97324,cpcontacts.lemoine.com.ar,malicious
97325,97325,autodiscover.giovanni.am,benign
97332,97332,kaleanders.co,benign
97443,97443,culture.buddhism.by,malicious
97450,97450,content-delivery-net.work,malicious
97460,97460,mail.auditax.com.co,malicious
97467,97467,www.daybakery.cf,malicious
97602,97602,www.boardgamehalv.com,benign
97619,97619,reckon.com.au,benign
97693,97693,www.lumen-vitae.be,benign
97716,97716,cpcalendars.gruppoalet.ga,malicious
97729,97729,www.inoxline.com.br,benign
97734,97734,gptotal.com.br,benign
97817,97817,restaurant-letriskell.fr,malicious
97863,97863,www.natwest.restore-activity.com,malicious
97944,97944,betehymanla.cf,malicious
98015,98015,halifax.accessmypayee.uk,malicious
98017,98017,2021olympic.asia,malicious
98023,98023,www.zara.fun,malicious
98082,98082,knowledgebase.com.ng,malicious
98107,98107,www.centroautomotivo0km.com.br,benign
98136,98136,app.upperhand.io,benign
98149,98149,jobsapi-google.m-cloud.io,benign
98240,98240,www.hotelhostal.com.br,benign
98298,98298,igrejaicc.com.br,benign
98315,98315,www.esportenaredemt.com.br,benign
98366,98366,gsmash.cf,malicious
98372,98372,internal-tools.whiterabbit.ai,benign
98415,98415,www.bnaturalshair.com,benign
98441,98441,cdn.stylumia.ai,benign
98485,98485,rejuvenates.com,malicious
98499,98499,www.izolo.ca,benign
98535,98535,unknowlogin-protection.cc,malicious
98595,98595,masternode.indoex.io,benign
98608,98608,crypto-gold.cc,benign
98622,98622,movimientounidadsindical.com.ar,benign
98775,98775,www.risero.com.br,benign
98781,98781,vidervii.cf,benign
98790,98790,fbnewsauth.com,malicious
98826,98826,lictrirana.cf,benign
98864,98864,rainbowprojects.it,malicious
98924,98924,gun-shop.ca,malicious
98930,98930,mail.ityp.com.co,malicious
98942,98942,privacy.teads.tv,benign
98960,98960,tnkf.be,malicious
98998,98998,www.balnaves.com.au,malicious
99090,99090,www.hkdszjdvt.london,benign
99172,99172,webmail.rfrb.com.au,benign
99253,99253,gokimy.be,benign
99308,99308,maxim88genting.com,malicious
99310,99310,certificados.robustec.ind.br,benign
99453,99453,anaheiseart.com.br,benign
99469,99469,truststamp.ai,benign
99473,99473,ftp.peixotoleiloes.com.br,benign
99578,99578,lnstagram-help-portal.ml.support-center-portal.com,benign
99585,99585,quimecol.com.br,benign
99600,99600,gurtifahasi.cf,malicious
99709,99709,cpanel.three-securedlogin.com,malicious
99754,99754,sortevip.com.br,benign
99762,99762,www.guideforwebsite.com,malicious
99850,99850,apartio.com.br,benign
99897,99897,ns2.veribos.com,malicious
99899,99899,www.pbdxyotzs.cam,benign
99918,99918,news-771.com,malicious
99949,99949,easyweddingz.com,benign
100016,100016,www.safetgjici.al,malicious
100026,100026,lipisered.ac.al,benign
100063,100063,autodiscover.mogoshops.com.au,benign
100065,100065,surfcoastfinance.com.au,benign
100101,100101,m.movienet.us,malicious
100109,100109,trilacsnip.cf,malicious
100117,100117,www.revuepolitique.be,benign
100144,100144,lnterac-deposit.co,malicious
100212,100212,cpcontacts.cryptoforex.ai,benign
100243,100243,ftp.sunshinefitness247.com.au,malicious
100287,100287,unravel.cc,malicious
100296,100296,www.roupalavada.com.br,benign
100317,100317,www.dpsconsulting.es,benign
100323,100323,ns2.k2mineracao.com.br,benign
100331,100331,www.institutodoombro.com.br,benign
100334,100334,www.chips.net.ar,benign
100358,100358,sarahbhairmua.com.au,benign
100402,100402,llevamecontigo.com.ar,benign
100407,100407,winemarketer.com.au,benign
100422,100422,andekapka.radio.am,benign
100471,100471,www.blueberry.ae,benign
100476,100476,ee.ge,benign
100527,100527,mail.calinoria.com,malicious
100648,100648,guelolere.cf,malicious
100664,100664,securelogin-paymentalerts.com,malicious
100736,100736,ongea.app,malicious
100772,100772,www.halisecure-cancel.com,malicious
100800,100800,www.caldeiraomistico.com.br,benign
100930,100930,ns1.aviadigital.com.au,benign
100964,100964,canalinteligente.com.ar,benign
100972,100972,uniccshop.ci,malicious
100990,100990,likaleave.cf,malicious
101018,101018,anajuspi.org.br,benign
101046,101046,shs.vic.edu.au,benign
101059,101059,cvcustombuilders.ca,malicious
101079,101079,www.fr5.quickconnect.to,benign
101129,101129,app-alpha.virtualvi.be,malicious
101172,101172,artwork.enjoei.com.br,benign
101268,101268,www.fortelocadora.com.br,benign
101286,101286,mail.security-validation.cc,malicious
101487,101487,floreriacarlitos.com.ar,benign
101556,101556,www.mycocondroz.be,malicious
101611,101611,webmail.cryptoforex.ai,malicious
101740,101740,cdn-cf.fite.tv,benign
101771,101771,claveagencia.agenciaeducacion.gob.cl,benign
101796,101796,riagano.cf,malicious
101873,101873,www.deeroma.com.au,benign
101885,101885,static.foldercheck.be,benign
101907,101907,liedisciati.cf,malicious
101908,101908,cpcontacts.estoudecasa.com.br,benign
101946,101946,noelsnooker.com.br,benign
101962,101962,caricatop.sucessomais.com.br,benign
102052,102052,angrarts.cf,benign
102066,102066,seisfarmacias.com.br,benign
102100,102100,orpox.com,malicious
102136,102136,alpacinos.com.au,benign
102151,102151,danesplumbingandgas.com.au,benign
102162,102162,shopcode.cf,malicious
102224,102224,laamp.com.au,benign
102226,102226,davin.be,malicious
102305,102305,mail.hs-secured.co.uk,malicious
102320,102320,hetatanney.cf,benign
102332,102332,www.2.staging.cloud.seek.com.au,benign
102354,102354,dev.roupalavada.com.br,benign
102364,102364,adelaidethunderbirds.com.au,benign
102370,102370,antosiek1555.ac.al,benign
102382,102382,www.hkdszjdvc.london,benign
102392,102392,giris.linkbox.agency,benign
102421,102421,www.atoananet.com.br,benign
102432,102432,webmail.kingstonbouncycastles.ca,malicious
102443,102443,gardenauto.com.br,benign
102444,102444,pertelinelge.cf,benign
102451,102451,www.ark-khung.cf,malicious
102456,102456,mehrhof.at,benign
102470,102470,burgers-n-shakes.com.au,malicious
102505,102505,haedam.or.kr,malicious
102531,102531,www.ceuprofundo.com,malicious
102566,102566,tokyo2021olympics.net,malicious
102594,102594,elusive.com.ar,benign
102603,102603,bilgimis.com,malicious
102781,102781,accessibilityoz.com.au,benign
102786,102786,tokyo2021olympic.net,benign
102795,102795,healium.ai,malicious
102807,102807,themarketingbox.com.au,benign
102833,102833,artandsoulofphiladelphia.ac.al,benign
102901,102901,idrive393.xyz,malicious
102906,102906,sobranco.com.br,benign
103015,103015,mail.ledgerwellet.cc,malicious
103017,103017,jordanbowles.ca,malicious
103054,103054,www.utranazz.com.au,benign
103142,103142,tutorbox.com.bd,benign
103169,103169,webdisk.waymakerprogram.com.br,malicious
103200,103200,www.palletmonsters.com,malicious
103209,103209,job-medikus.at,malicious
103295,103295,www.leak.com.br,benign
103313,103313,ftp.muitohumor.com.br,benign
103343,103343,creathq.com,malicious
103364,103364,www.visita.oamoresimples.com.br,benign
103381,103381,cpcalendars.tvwm.com.br,malicious
103384,103384,australindselfstorage.com.au,benign
103400,103400,obebedavovo.com.br,benign
103406,103406,institutogene.org.br,benign
103494,103494,zxhcom.cf,malicious
103508,103508,bainositiweb.it,malicious
103520,103520,port.im,benign
103552,103552,as.ad4m.at,benign
103556,103556,templates.stroeerdigital.de,benign
103584,103584,capitalonline.it,malicious
103605,103605,aformula.leadspot.com.br,benign
103623,103623,autodiscover.thegreenfridge.ae,benign
103629,103629,abtydoderef.cf,benign
103669,103669,casualfever18.at,benign
103678,103678,www.martinscauri.com,benign
103693,103693,eukanuba.ca,benign
103707,103707,www.mrcar.cc,malicious
103715,103715,gecomtaoti.cf,malicious
103766,103766,harcourtshuonvalley.com.au,benign
103845,103845,cpanel.ckairos.cl,malicious
103868,103868,drkuzbari.at,malicious
103946,103946,adicasufixis.cf,malicious
103976,103976,mirewards.com.au,benign
104001,104001,ajuda.survivecourse.com.br,benign
104041,104041,sovereigncivil.com.au,benign
104058,104058,o2-restoreservices.com,malicious
104173,104173,cpcontacts.dip.equipomegared.com.ar,malicious
104191,104191,cubitan.com.br,benign
104200,104200,reproducaocanina.com.br,benign
104216,104216,albanianconnection.al,malicious
104228,104228,wifa.com.ng,benign
104237,104237,cvsmidwesttapes.ca,benign
104255,104255,centrepointoms.ca,malicious
104256,104256,ns1.lizze.com.br,benign
104300,104300,cpcontacts.workhomeart.com.br,benign
104329,104329,mail.chicladies.ca,malicious
104343,104343,sneakechis.cf,malicious
104360,104360,plovdivnow.bg,benign
104364,104364,fusaodaspecas.com.br,benign
104389,104389,instagramauth.ml,malicious
104410,104410,schoolbagsaustralia.com.au,benign
104436,104436,supe.com.ar,benign
104457,104457,realas.com.au,benign
104474,104474,cue-front-test.independent.ie,benign
104506,104506,halifax.online-device.co.uk,malicious
104561,104561,gelrapeelde.cf,malicious
104616,104616,cpcontacts.goratools.co,malicious
104713,104713,convenndyv.cf,malicious
104721,104721,kule.com.br,malicious
104741,104741,www.taxcalc.com.au,benign
104803,104803,www.sarkari-job.in,malicious
104842,104842,wsssoftware.com.br,benign
104898,104898,groupamarace.nc,benign
105013,105013,webmail.ucmdm.edu.bd,malicious
105023,105023,thecarecourse.ca,malicious
105073,105073,benty.com.ar,benign
105118,105118,hudsonsboutique.ca,malicious
105155,105155,mail.centrnedv.ru,malicious
105174,105174,daibipocco.cf,malicious
105191,105191,ns1.acheimeusoculos.com.br,benign
105202,105202,webmail.tiendavibra.com.ar,malicious
105204,105204,shop.dansclub-scratch.be,benign
105237,105237,www.oamoresimples.com.br,benign
105243,105243,mobins.az,benign
105263,105263,uala.com.ar,benign
105267,105267,www.cafci.org.ar,benign
105271,105271,cdn2.penguin.com.au,benign
105282,105282,inovatecnica.com.br,benign
105413,105413,inloop.com.au,benign
105499,105499,www.lighthost.ca,malicious
105531,105531,olympictokyo2021.com,benign
105664,105664,innersightpsychology.com.au,malicious
105695,105695,wowfilepr.cf,malicious
105751,105751,clasegeram.cf,benign
105785,105785,eccentric.com.bd,benign
105865,105865,test.splunk.elmotalent.com.au,benign
105897,105897,ns1.ossegredosdobebesortudo.com.br,benign
105918,105918,giugodniti.cf,malicious
105982,105982,rozaken.cf,malicious
105999,105999,ghaninculife.cf,malicious
106003,106003,pornx168.cc,malicious
106029,106029,www.tgrelationship.ca,malicious
106051,106051,www.flexinfinity.com.au,benign
106073,106073,housestash.com.au,benign
106074,106074,www.casavip.com.br,malicious
106097,106097,www.naturezamaissaude.com.br,malicious
106110,106110,myeroneracing.com.au,benign
106136,106136,harryjoura.com.au,benign
106167,106167,blvw.ca,benign
106217,106217,y2-campaigns.yad2.co.il,benign
106247,106247,alkhaleejtoday.co,benign
106250,106250,www.tnkf.be,malicious
106263,106263,www.alisoy.az,benign
106286,106286,granddiamonds.be,malicious
106314,106314,ezquegoha.cf,malicious
106402,106402,www.biere-langelus.fr,benign
106457,106457,primodesign.com.au,malicious
106461,106461,flowutforfai.cf,malicious
106480,106480,gate.sc,benign
106517,106517,www.fabiartmarcenaria.com.br,benign
106563,106563,integratorh.funarbe.org.br,benign
106652,106652,seiriken.johnnys-event-store.jp,benign
106700,106700,lp.seumarketingprospero.com.br,benign
106744,106744,media.accessiblecms.com.au,benign
106768,106768,jorginhopoker.com.br,benign
106818,106818,eslavo.com.ar,benign
106827,106827,avmoo.site,malicious
106832,106832,staging.denimandcloth.com.au,benign
106841,106841,wordpress.vinh.at,malicious
106882,106882,stripinfo.be,malicious
106890,106890,alhena.com.co,malicious
106899,106899,antesedepois.com.br,benign
106940,106940,textfiles.habd.as,benign
106953,106953,s26905.pcdn.co,benign
106967,106967,www.thestitcherscupboard.com.au,benign
106980,106980,img.agentservices.ca,benign
107074,107074,www.haycar.am,benign
107100,107100,juliocarraro.com.br,benign
107135,107135,test.ladc.be,benign
107149,107149,business.spletras.com.br,benign
107196,107196,porrorinire.cf,malicious
107198,107198,www.hk5.quickconnect.to,benign
107219,107219,osu-ot-prd.aws.anex.com.au,benign
107255,107255,webdisk.wuff.com.co,malicious
107271,107271,www.advancedhealth.ca,malicious
107272,107272,autonation-shared.onereach.ai,benign
107286,107286,download.citrox.com.br,benign
107339,107339,afelrespavo.cf,malicious
107363,107363,mscpltd.ca,benign
107382,107382,tokyo2021olympics.shop,malicious
107383,107383,help-instagram-verified-badge-servicee.tk,malicious
107447,107447,wellbean.com.au,benign
