source,target,type
70240,119393,apex
70230,220151,apex
70924,182635,apex
169240,325196,apex
70318,212434,apex
234778,155087,apex
301150,214631,apex
301150,317236,apex
71763,145719,apex
301133,284606,apex
104506,195578,apex
71681,111225,apex
169979,125242,apex
235503,162633,apex
301038,142982,apex
301038,183562,apex
301150,205282,apex
268270,320424,apex
202706,242245,apex
71623,210500,apex
268231,106890,apex
202683,275938,apex
235436,126106,apex
71592,108662,apex
268199,270450,apex
169868,161664,apex
104329,219169,apex
104300,148073,apex
104410,152990,apex
71778,307216,apex
71778,115157,apex
137322,215300,apex
268659,83275,apex
301399,217301,apex
300314,152821,apex
72053,141639,apex
301399,214683,apex
301399,184665,apex
72021,124117,apex
71969,326515,apex
170270,124130,apex
268565,320636,apex
203020,315755,apex
71914,171341,apex
71914,157610,apex
71914,147452,apex
71914,87055,apex
71914,254581,apex
71914,87509,apex
137427,293208,apex
301266,326902,apex
235710,242425,apex
104616,76482,apex
170142,94328,apex
71788,293283,apex
104255,90805,apex
268080,80841,apex
202889,127981,apex
268080,89871,apex
235067,196067,apex
267827,88931,apex
71212,285858,apex
136739,96466,apex
235009,253623,apex
300536,195170,apex
267747,210500,apex
103868,129811,apex
234935,308633,apex
300469,145295,apex
235067,95261,apex
103845,285397,apex
136612,282563,apex
136612,107286,apex
234897,106890,apex
202122,154243,apex
234884,88300,apex
202104,274849,apex
268080,109891,apex
103766,288835,apex
202059,116890,apex
300320,88536,apex
136612,110695,apex
235067,82794,apex
71009,154277,apex
169699,73324,apex
202498,93044,apex
268080,116079,apex
104191,203821,apex
136943,238551,apex
104173,152821,apex
202472,76915,apex
169668,218130,apex
235067,178399,apex
235178,251065,apex
300686,195701,apex
169654,271290,apex
300686,251840,apex
202369,284696,apex
235118,81554,apex
104041,238483,apex
267876,161885,apex
267876,258157,apex
202500,153064,apex
267876,85524,apex
104001,237907,apex
300686,322459,apex
176908,47724,resolves
209693,27866,resolves
209693,58652,resolves
209693,51462,resolves
209693,57220,resolves
13117,112843,resolves
209693,20881,resolves
209693,24477,resolves
209693,55925,resolves
176908,55134,resolves
209693,29271,resolves
209693,49013,resolves
209693,54073,resolves
176908,47293,resolves
242425,54356,resolves
45827,315031,resolves
45827,121567,resolves
45827,80899,resolves
45827,325969,resolves
307968,13692,resolves
13055,246209,resolves
45819,244973,resolves
209693,59932,resolves
275185,29738,resolves
275185,32386,resolves
275185,21747,resolves
242418,28837,resolves
242418,31519,resolves
242417,46159,resolves
45827,115977,resolves
176927,26244,resolves
45864,310135,resolves
13095,215522,resolves
209648,27062,resolves
13117,294884,resolves
13117,179339,resolves
13117,155822,resolves
13117,189629,resolves
13117,310078,resolves
13117,195465,resolves
13117,190790,resolves
13117,219493,resolves
13117,249196,resolves
13117,149307,resolves
13117,227193,resolves
13117,114549,resolves
13117,116289,resolves
13117,226230,resolves
13108,148539,resolves
13117,162582,resolves
13108,214150,resolves
13104,160878,resolves
45864,128984,resolves
45864,292316,resolves
45864,257261,resolves
45864,118245,resolves
45864,251592,resolves
45864,254809,resolves
45864,123142,resolves
13095,285953,resolves
13095,286785,resolves
13095,158875,resolves
13095,262127,resolves
209648,19099,resolves
45732,159762,resolves
209648,24264,resolves
45764,282836,resolves
45764,144346,resolves
242363,32580,resolves
242354,31292,resolves
242354,32133,resolves
78507,23532,resolves
78507,27244,resolves
78507,23029,resolves
45732,315377,resolves
45732,321271,resolves
45732,246703,resolves
12965,126106,resolves
209572,45773,resolves
111267,55506,resolves
111267,18787,resolves
144031,56287,resolves
144031,51248,resolves
45727,86205,resolves
45727,223594,resolves
45727,193045,resolves
45727,314603,resolves
45727,151888,resolves
45727,228878,resolves
45727,153906,resolves
45727,278441,resolves
13117,87156,resolves
45727,151788,resolves
45727,80982,resolves
45727,153584,resolves
209604,58220,resolves
209604,63365,resolves
209604,19327,resolves
209604,30034,resolves
209648,61966,resolves
209648,25282,resolves
209648,54106,resolves
209648,30476,resolves
209648,58044,resolves
111323,54831,resolves
111323,32386,resolves
111323,30532,resolves
111323,48259,resolves
111323,55705,resolves
111323,62376,resolves
45787,119309,resolves
45786,87832,resolves
275163,21210,resolves
209648,50853,resolves
13018,227428,resolves
45778,226501,resolves
144078,26628,resolves
144078,62251,resolves
275150,32153,resolves
275150,27418,resolves
275150,28584,resolves
275150,24415,resolves
275150,21919,resolves
45773,183984,resolves
45773,256853,resolves
45770,95530,resolves
45770,79396,resolves
144071,49089,resolves
209604,56277,resolves
13018,178322,resolves
13117,125242,resolves
177089,55417,resolves
13117,90835,resolves
308144,20926,resolves
111532,52998,resolves
144294,54179,resolves
45986,86638,resolves
45986,118940,resolves
45986,149077,resolves
45986,247880,resolves
13211,221822,resolves
13211,118424,resolves
13211,154208,resolves
209813,65336,resolves
209813,13262,resolves
209813,48962,resolves
209813,28055,resolves
209813,26609,resolves
209813,18925,resolves
209813,64084,resolves
209813,53530,resolves
209813,60492,resolves
209813,16211,resolves
209813,63601,resolves
209813,62490,resolves
209813,24426,resolves
13199,214406,resolves
275341,56448,resolves
275341,62200,resolves
275341,21741,resolves
13195,257040,resolves
13195,91879,resolves
46005,130618,resolves
13195,188876,resolves
177084,29974,resolves
177089,59243,resolves
144346,59914,resolves
144346,47351,resolves
45727,310171,resolves
144346,31678,resolves
13273,88245,resolves
46039,317231,resolves
46039,123572,resolves
46039,112021,resolves
46039,113456,resolves
46039,193303,resolves
46039,258833,resolves
46039,251094,resolves
46033,155837,resolves
46033,151430,resolves
308178,59243,resolves
308178,47151,resolves
308178,55417,resolves
275409,28442,resolves
275409,48938,resolves
46030,293161,resolves
46030,152577,resolves
46030,80982,resolves
46030,91574,resolves
13262,160225,resolves
13262,88016,resolves
13262,116630,resolves
144329,51825,resolves
144329,14650,resolves
144329,53054,resolves
177089,47151,resolves
144264,19860,resolves
144264,17959,resolves
144264,20517,resolves
13165,260448,resolves
13165,149688,resolves
13165,245611,resolves
308076,28839,resolves
308076,64603,resolves
308076,20310,resolves
308076,45986,resolves
111449,62335,resolves
275286,61638,resolves
275286,19813,resolves
78677,18214,resolves
78677,30011,resolves
78677,56176,resolves
78677,31315,resolves
78677,18044,resolves
78677,63774,resolves
78677,31124,resolves
176978,31262,resolves
176978,50058,resolves
176978,28356,resolves
176978,49290,resolves
176978,48163,resolves
176978,24360,resolves
176978,58409,resolves
176978,54094,resolves
176978,31861,resolves
308045,57415,resolves
13128,261207,resolves
45887,326561,resolves
78709,20255,resolves
78709,24404,resolves
78709,57359,resolves
78709,29664,resolves
144264,24964,resolves
78727,31999,resolves
13189,152540,resolves
13189,276246,resolves
13189,91574,resolves
13185,113047,resolves
13185,86065,resolves
13185,278558,resolves
13185,225042,resolves
13185,150218,resolves
13185,150314,resolves
13185,188635,resolves
13185,116467,resolves
13185,113402,resolves
13117,283575,resolves
13185,115703,resolves
13185,126517,resolves
13185,285049,resolves
13185,324239,resolves
13185,145724,resolves
13185,192933,resolves
13185,161213,resolves
13185,189320,resolves
13185,281508,resolves
13185,154208,resolves
13185,243724,resolves
13185,216556,resolves
13185,242799,resolves
45952,155333,resolves
78709,50112,resolves
13185,95055,resolves
45727,226982,resolves
209359,16211,resolves
45727,245715,resolves
12793,125342,resolves
12793,212730,resolves
12793,128066,resolves
12793,79821,resolves
12793,153137,resolves
12793,276677,resolves
12793,181097,resolves
12793,275336,resolves
12793,81554,resolves
12793,191205,resolves
12793,279696,resolves
12793,117608,resolves
12793,182148,resolves
12793,284350,resolves
12793,112239,resolves
12793,308676,resolves
12793,154970,resolves
274924,32133,resolves
12768,218819,resolves
78301,16900,resolves
78301,15163,resolves
78301,25927,resolves
12761,193666,resolves
12761,181906,resolves
176598,46159,resolves
45525,257560,resolves
45525,276267,resolves
242131,46218,resolves
242131,32298,resolves
12793,226021,resolves
307666,56287,resolves
12793,327066,resolves
12799,162942,resolves
45591,254809,resolves
45591,314055,resolves
45591,184770,resolves
274966,46337,resolves
45588,115902,resolves
12815,292464,resolves
12815,219542,resolves
12815,191048,resolves
12815,190057,resolves
12815,79118,resolves
12815,90668,resolves
12815,326796,resolves
12815,192389,resolves
12815,288572,resolves
12815,161270,resolves
12815,111532,resolves
12815,224206,resolves
12815,313833,resolves
12815,152990,resolves
12815,227378,resolves
12815,129301,resolves
12815,145068,resolves
12815,319226,resolves
12813,162333,resolves
12813,146448,resolves
12813,210194,resolves
12813,212251,resolves
176641,64347,resolves
176641,60061,resolves
12793,224425,resolves
307666,51248,resolves
209359,51081,resolves
209359,26163,resolves
45502,160993,resolves
45502,118940,resolves
45502,186587,resolves
45502,308788,resolves
45502,188810,resolves
45502,195113,resolves
45502,94897,resolves
45502,309150,resolves
45502,111805,resolves
45502,81689,resolves
45502,287610,resolves
45502,229358,resolves
176574,32437,resolves
12732,122347,resolves
12732,150866,resolves
12732,125758,resolves
12732,214521,resolves
12732,149192,resolves
12732,148551,resolves
12732,320424,resolves
12732,86336,resolves
12732,326694,resolves
12732,191865,resolves
12732,282743,resolves
12732,81767,resolves
12732,292361,resolves
12732,144420,resolves
275419,29974,resolves
12732,178409,resolves
45502,284390,resolves
307646,24091,resolves
111042,49089,resolves
209346,61652,resolves
209359,29103,resolves
209359,48917,resolves
209359,20255,resolves
209359,26095,resolves
209359,25440,resolves
274895,58030,resolves
274895,14600,resolves
274895,28555,resolves
176588,29998,resolves
176588,22739,resolves
176588,31612,resolves
78282,56700,resolves
78282,23725,resolves
78282,64644,resolves
45591,323017,resolves
78282,25817,resolves
242119,50517,resolves
176581,17118,resolves
176581,22944,resolves
176581,21266,resolves
176581,27062,resolves
176581,62939,resolves
176581,58773,resolves
176581,19069,resolves
176581,22911,resolves
176581,24323,resolves
176581,53601,resolves
45509,156731,resolves
45509,209813,resolves
209346,64595,resolves
78282,63792,resolves
45591,282343,resolves
111128,46159,resolves
307736,64305,resolves
209539,27887,resolves
209539,17118,resolves
209539,22648,resolves
209539,26591,resolves
209539,13338,resolves
307839,26030,resolves
275072,30257,resolves
275072,47294,resolves
275071,46159,resolves
242294,20383,resolves
242294,48685,resolves
143989,17118,resolves
143989,22944,resolves
143989,21266,resolves
143989,27062,resolves
143989,62939,resolves
143989,62866,resolves
12916,96251,resolves
12916,217504,resolves
12916,126461,resolves
12916,180578,resolves
12916,113926,resolves
12916,149946,resolves
242289,63927,resolves
242289,47019,resolves
78450,32580,resolves
143981,47460,resolves
143981,18314,resolves
143981,62639,resolves
209539,56432,resolves
209539,16211,resolves
209539,58591,resolves
209539,32459,resolves
45727,292928,resolves
45727,153056,resolves
45727,91539,resolves
45727,86457,resolves
45727,221662,resolves
45727,127349,resolves
45725,81479,resolves
111255,47386,resolves
45716,94841,resolves
45716,160516,resolves
45716,316064,resolves
45716,287855,resolves
45716,316057,resolves
45716,214020,resolves
143981,53719,resolves
45716,159045,resolves
45716,259068,resolves
45716,179102,resolves
45716,258952,resolves
45716,224832,resolves
45716,94033,resolves
45716,210194,resolves
45716,287836,resolves
45716,258746,resolves
45716,177536,resolves
45716,310266,resolves
45716,183545,resolves
45716,262127,resolves
45714,86906,resolves
209540,14732,resolves
45716,252955,resolves
45727,320937,resolves
275046,59778,resolves
242264,13468,resolves
45622,144346,resolves
45622,216475,resolves
45622,242799,resolves
45622,84684,resolves
45622,262127,resolves
12853,210194,resolves
12853,83439,resolves
12853,186399,resolves
143924,53142,resolves
78381,26623,resolves
274988,53256,resolves
111144,27032,resolves
111144,48585,resolves
176677,52826,resolves
176677,23691,resolves
176677,61787,resolves
176677,28123,resolves
45604,84640,resolves
45604,286988,resolves
45604,277320,resolves
45603,90938,resolves
12834,226157,resolves
12834,111449,resolves
12827,145477,resolves
12827,289999,resolves
307736,62297,resolves
307736,26800,resolves
307736,63860,resolves
307736,51349,resolves
45622,95591,resolves
45622,122398,resolves
45622,279164,resolves
45622,284756,resolves
242264,46875,resolves
242257,27472,resolves
12880,326780,resolves
12880,261105,resolves
307790,32088,resolves
45645,150138,resolves
275020,47756,resolves
275020,32397,resolves
45642,315689,resolves
307781,21188,resolves
242244,27244,resolves
242244,23532,resolves
242244,23029,resolves
307777,13262,resolves
307812,18379,resolves
307777,19679,resolves
307777,26609,resolves
307777,63532,resolves
242241,46159,resolves
45632,247009,resolves
307771,22408,resolves
307771,46318,resolves
307771,24699,resolves
45622,191702,resolves
45622,93002,resolves
45622,258950,resolves
45622,79233,resolves
45622,210921,resolves
45622,127117,resolves
45622,224243,resolves
307777,46120,resolves
111585,31070,resolves
13521,160225,resolves
242658,55705,resolves
275614,17917,resolves
275614,59032,resolves
13468,211920,resolves
13468,276099,resolves
13468,252701,resolves
13468,222482,resolves
13468,192933,resolves
13468,119309,resolves
46234,288485,resolves
46234,121492,resolves
46234,286572,resolves
46234,275828,resolves
13462,113739,resolves
13462,130238,resolves
13462,283855,resolves
13462,123969,resolves
13462,291300,resolves
13462,88194,resolves
13462,282392,resolves
46227,158757,resolves
46227,156119,resolves
46227,310144,resolves
46227,293208,resolves
46227,213018,resolves
46227,222823,resolves
46227,161036,resolves
46227,279773,resolves
78994,23779,resolves
78994,59721,resolves
275614,24520,resolves
308369,55657,resolves
275614,64737,resolves
275614,53530,resolves
275657,53001,resolves
13511,281508,resolves
46270,177812,resolves
46270,280591,resolves
46270,259490,resolves
46270,214948,resolves
46270,183928,resolves
308414,23779,resolves
111805,58220,resolves
111805,24697,resolves
111805,30804,resolves
111805,23118,resolves
111805,22560,resolves
111805,14922,resolves
111805,50609,resolves
111805,18035,resolves
111805,59239,resolves
111805,53256,resolves
144570,22278,resolves
46260,286871,resolves
46260,245372,resolves
46260,324526,resolves
242863,59949,resolves
242863,54978,resolves
242863,59653,resolves
210089,49899,resolves
177318,16501,resolves
177318,52556,resolves
111779,13692,resolves
275614,59712,resolves
308369,48662,resolves
308369,62969,resolves
210060,57862,resolves
242799,28898,resolves
144492,59949,resolves
144492,59653,resolves
78954,32099,resolves
78954,62468,resolves
242786,50049,resolves
242786,28123,resolves
242786,19834,resolves
242786,60900,resolves
242786,49911,resolves
308321,46567,resolves
144478,57696,resolves
144478,20909,resolves
46170,81266,resolves
46168,247046,resolves
46164,94830,resolves
78925,30982,resolves
78925,59869,resolves
78925,29036,resolves
78925,62205,resolves
78925,64438,resolves
78925,55652,resolves
78925,62639,resolves
78925,54831,resolves
78925,49089,resolves
78925,17801,resolves
78925,49588,resolves
78925,60529,resolves
78925,28521,resolves
242799,21982,resolves
242799,62614,resolves
242799,20129,resolves
242799,63747,resolves
210060,46656,resolves
210060,48962,resolves
